beam_deflection_mm,beam_height_mm
34.6665424242513,161.297297297297
34.568967125129,161.513513513514
34.4710067337301,161.72972972973
34.3726615235562,161.945945945946
34.2739317533645,162.162162162162
34.1748176910463,162.378378378378
34.0753196136266,162.594594594595
33.9754378072642,162.810810810811
33.875172567252,163.027027027027
33.7745241980164,163.243243243243
33.6734930131178,163.459459459459
33.5720793352504,163.675675675676
33.4702834962425,163.891891891892
33.3681058370558,164.108108108108
33.2655467077861,164.324324324324
33.162606467663,164.540540540541
33.05928548505,164.756756756757
32.9555841374443,164.972972972973
32.8515028114771,165.189189189189
32.7470419029132,165.405405405405
32.6422018166516,165.621621621622
32.5369829667248,165.837837837838
32.4313857762993,166.054054054054
32.3254106776754,166.27027027027
32.2190581122873,166.486486486486
32.112328530703,166.702702702703
32.0052223926242,166.918918918919
31.8977401668868,167.135135135135
31.7898823314602,167.351351351351
31.6816493734478,167.567567567568
31.5730417890867,167.783783783784
31.464060083748,168
31.3547047719366,168.216216216216
31.2449763772911,168.432432432432
31.1348754325842,168.648648648649
31.0244024797223,168.864864864865
30.9135580697455,169.081081081081
30.802342762828,169.297297297297
30.6907571282776,169.513513513514
30.5788017445362,169.72972972973
30.4664771991793,169.945945945946
30.3537840889163,170.162162162162
30.2407230195906,170.378378378378
30.1272946061793,170.594594594595
30.0134994727933,170.810810810811
29.8993382526773,171.027027027027
29.7848115882101,171.243243243243
29.6699201309041,171.459459459459
29.5546645414057,171.675675675676
29.4390454894949,171.891891891892
29.3230636540859,172.108108108108
29.2067197232263,172.324324324324
29.090014394098,172.540540540541
28.9729483730164,172.756756756757
28.8555223754308,172.972972972973
28.7377371259246,173.189189189189
28.6195933582146,173.405405405405
28.5010918151518,173.621621621622
28.382233248721,173.837837837838
28.2630184200406,174.054054054054
28.143448099363,174.27027027027
28.0235230660745,174.486486486487
27.9032441086953,174.702702702703
27.7826120248791,174.918918918919
27.6616276214137,175.135135135135
27.5402917142208,175.351351351351
27.4186051283558,175.567567567568
27.2965686980079,175.783783783784
27.1741832665003,176
27.0514496862899,176.216216216216
26.9283688189676,176.432432432432
26.8049415352579,176.648648648649
26.6811687150193,176.864864864865
26.5570512472442,177.081081081081
26.4325900300588,177.297297297297
26.3077859707229,177.513513513514
26.1826399856305,177.72972972973
26.0571530003092,177.945945945946
25.9313259494206,178.162162162162
25.8051597767599,178.378378378378
25.6786554352565,178.594594594595
25.5518138869733,178.810810810811
25.4246361031072,179.027027027027
25.297123063989,179.243243243243
25.1692757590831,179.459459459459
25.041095186988,179.675675675676
24.9125823554359,179.891891891892
24.783738281293,180.108108108108
24.6545639905591,180.324324324324
24.5250605183679,180.540540540541
24.3952289089871,180.756756756757
24.2650702158181,180.972972972973
24.1345855013962,181.189189189189
24.0037758373906,181.405405405405
23.872642304604,181.621621621622
23.7411859929735,181.837837837838
23.6094080015695,182.054054054054
23.4773094385966,182.27027027027
23.3448914213931,182.486486486486
23.2121550764312,182.702702702703
23.0791015393168,182.918918918919
22.9457319634676,183.135135135135
22.8120475653511,183.351351351351
22.6780495930646,183.567567567568
22.5437393065654,183.783783783784
22.4091179776328,184
22.2741868898683,184.216216216216
22.1389473386961,184.432432432432
22.0034006313622,184.648648648649
21.8675480869351,184.864864864865
21.7313910363055,185.081081081081
21.5949308221864,185.297297297297
21.4581687991131,185.513513513514
21.321106333443,185.72972972973
21.183744803356,185.945945945946
21.046085598854,186.162162162162
20.9081301217614,186.378378378378
20.7698797857248,186.594594594595
20.6313360162131,186.810810810811
20.4925002505173,187.027027027027
20.3533739377507,187.243243243243
20.2139585388492,187.459459459459
20.0742555265705,187.675675675676
19.9342663854948,187.891891891892
19.7939926120246,188.108108108108
19.6534357143846,188.324324324324
19.5125972126217,188.540540540541
19.3714786386052,188.756756756757
19.2300815360266,188.972972972973
19.0884074603997,189.189189189189
18.9464579790605,189.405405405405
18.8042346711672,189.621621621622
18.6617391277006,189.837837837838
18.5189729514633,190.054054054054
18.3759377570806,190.27027027027
18.2326351709997,190.486486486486
18.0890668314903,190.702702702703
17.9452343886444,190.918918918919
17.801139504376,191.135135135135
17.6567838524216,191.351351351351
17.5121691183398,191.567567567568
17.3672969995118,191.783783783784
17.2221692051406,192
17.0767874562518,192.216216216216
16.9311534856931,192.432432432432
16.7852690381346,192.648648648649
16.6391358700685,192.864864864865
16.4927557498094,193.081081081081
16.3461304574942,193.297297297297
16.1992617850819,193.513513513514
16.0521515363539,193.72972972973
15.9048015269137,193.945945945946
15.7572135841874,194.162162162162
15.609389547423,194.378378378378
15.461331267691,194.594594594595
15.313040607884,194.810810810811
15.164519442717,195.027027027027
15.0157696587272,195.243243243243
14.8667931542742,195.459459459459
14.7175918395396,195.675675675676
14.5681676365274,195.891891891892
14.418522479064,196.108108108108
14.2686583127979,196.324324324324
14.1185770951999,196.540540540541
13.9682807955631,196.756756756757
13.8177713950028,196.972972972973
13.6670508864567,197.189189189189
13.5161212746846,197.405405405405
